date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:13:15	131624/131624	---M--	200	added ('OK')	font/ttf	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-brands-400.ttf	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:13:17	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.eot	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.eot	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:13:17	13576/13576	---M--	200	added ('OK')	font/woff2	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.woff2	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.woff2	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:13:21	144322/144322	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.svg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.svg	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:13:23	16800/16800	---M--	200	added ('OK')	font/woff	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.woff	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.woff	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:13:25	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.eot?	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400d41d.eot	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:13:27	34092/34092	---M--	200	added ('OK')	font/ttf	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.ttf	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-regular-400.ttf	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:13:36	76084/76084	---M--	200	added ('OK')	font/woff2	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.woff2	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:13:43	98996/98996	---M--	200	added ('OK')	font/woff	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.woff	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.woff	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:13:54	849145/849145	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.svg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.svg	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:14:00	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.eot	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.eot	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:14:03	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.eot?	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900d41d.eot	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:14:05	7006/7006	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b5e%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	D:/Projects/zapbooking.com/zap/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
09:14:06	65960/65960	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/country-select/flags.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/country-select/flags.png	(from http://tazkarty.itgeeks.info/css/countrySelect.min.css)
09:14:07	7001/7001	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b59%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	D:/Projects/zapbooking.com/zap/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
09:14:08	6313/6313	---M--	200	added ('OK')	image/png	etag:%2257d97c08-18a9%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	D:/Projects/zapbooking.com/zap/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
09:14:11	4632/4632	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1218%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	D:/Projects/zapbooking.com/zap/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
09:14:11	4632/4632	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1218%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	D:/Projects/zapbooking.com/zap/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
09:14:13	7013/7013	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b65%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	D:/Projects/zapbooking.com/zap/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
09:14:13	193780/193780	---M--	200	added ('OK')	font/ttf	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.ttf	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/webfonts/fa-solid-900.ttf	(from http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css)
09:14:15	3658/3658	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/car-booking-extras/img-1.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/car-booking-extras/img-1.jpg	(from http://tazkarty.itgeeks.info/car-booking-confirmation.html)
09:14:16	3115/3115	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/car-booking-extras/img-2.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/car-booking-extras/img-2.jpg	(from http://tazkarty.itgeeks.info/car-booking-confirmation.html)
09:14:17	3652/3652	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/car-booking-extras/img-4.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/car-booking-extras/img-4.jpg	(from http://tazkarty.itgeeks.info/car-booking-confirmation.html)
09:14:17	2591/2591	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/car-booking-extras/img-3.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/car-booking-extras/img-3.jpg	(from http://tazkarty.itgeeks.info/car-booking-confirmation.html)
09:14:18	31374/31374	---M--	200	added ('OK')	text/css	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/css/bootstrap-rtl.css	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/css/bootstrap-rtl.css	(from http://tazkarty.itgeeks.info/rtl/index.html)
09:14:21	186115/186115	---M--	200	added ('OK')	text/css	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/css/style-rtl.css	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/css/style-rtl.css	(from http://tazkarty.itgeeks.info/rtl/index.html)
09:14:22	746/746	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2009%20May%202020%2003:44:22%20GMT	http://tazkarty.itgeeks.info/rtl/index-default.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/rtl/index-default.html	(from http://tazkarty.itgeeks.info/rtl/index.html)
09:14:23	746/746	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2009%20May%202020%2003:44:23%20GMT	http://tazkarty.itgeeks.info/js/owl.carousel.min.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/owl.carousel.min.html	(from http://tazkarty.itgeeks.info/index.html)
09:14:23	23893/23893	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/car-preview/small/img-1.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/car-preview/small/img-1.jpg	(from http://tazkarty.itgeeks.info/car-booking-confirmation.html)
09:14:24	173609/173609	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/country-select/flags@2x.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/country-select/flags@2x.png	(from http://tazkarty.itgeeks.info/css/countrySelect.min.css)
09:14:25	0/-1	---M--	500	error ('')			http://tazkarty.itgeeks.info/images/general-elements/overlay-pattern.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/general-elements/overlay-pattern.html	(from http://tazkarty.itgeeks.info/css/style.css)
09:14:30	70113/70113	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/blog-posts/img-2.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/blog-posts/img-2.jpg	(from http://tazkarty.itgeeks.info/blog-single.html)
09:14:35	283098/283098	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/car-preview/img-1.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/car-preview/img-1.jpg	(from http://tazkarty.itgeeks.info/car-single.html)
09:14:35	0/-1	---M--	500	error ('')			http://tazkarty.itgeeks.info/images/general-elements/overlay-pattern.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/general-elements/overlay-pattern.html	(from http://tazkarty.itgeeks.info/css/style.css)
09:14:36	746/746	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2009%20May%202020%2003:44:36%20GMT	http://tazkarty.itgeeks.info/rtl/index-default.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/rtl/index-default.html	(from http://tazkarty.itgeeks.info/rtl/index.html)
09:14:36	746/746	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2009%20May%202020%2003:44:36%20GMT	http://tazkarty.itgeeks.info/js/owl.carousel.min.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/owl.carousel.min.html	(from http://tazkarty.itgeeks.info/index.html)
09:14:36	746/746	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2009%20May%202020%2003:44:37%20GMT	http://tazkarty.itgeeks.info/rtl/index-default.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/rtl/index-default.html	(from http://tazkarty.itgeeks.info/rtl/index.html)
